,GPA,Cultural Fit,Education,Educational Prestige,Technical Aptitude,Soft Skills,Employee Referral,Leadership Capability,HireVue Score,Criminal Record,Arrest Record,Prediction
4271,3.8436384932261536,0.0,1.0,2.0,1.5915106816399829,3.54231914776541,0.0,-0.1961523381471652,1.0,0.0,1.0,1.0
8408,3.893577194097397,0.0,2.0,0.0,2.5323365458141285,4.558508873616553,0.0,0.188562123148224,2.0,0.0,1.0,2.0
8643,2.6758361089525144,0.0,1.0,0.0,0.9514458066820644,2.6891411238070737,0.0,0.26301383045305604,0.0,0.0,0.0,-0.0
5481,2.6092124993296397,1.0,0.0,0.0,1.9766097927426582,1.9981285134665032,0.0,-0.38518019295586536,1.0,0.0,1.0,-2.0
8865,3.3100437623629886,0.0,1.0,0.0,1.570850333792364,2.4436139471321496,0.0,-0.4377994146036734,0.0,1.0,0.0,-2.0
9757,3.7897277881447815,0.0,1.0,0.0,1.0588857655977253,4.312014576569354,0.0,-0.2578609397543929,2.0,0.0,0.0,2.0
9856,2.8010280465598982,0.0,0.0,0.0,2.7862104093910958,2.166848436089968,0.0,-0.5666947489417665,0.0,0.0,0.0,-2.0
7990,3.2985839250340456,0.0,1.0,0.0,2.5237181025027,4.2032848237788265,0.0,1.433752027811501,2.0,0.0,0.0,2.0
1165,2.831983485576837,0.0,2.0,3.0,2.123029136914772,3.039720190620942,0.0,0.5271025183727562,0.0,0.0,0.0,1.0
6572,4.1493915949309805,1.0,1.0,1.0,1.7355573544711969,3.4278014982632863,0.0,-0.27743262650764594,1.0,0.0,0.0,-1.0
317,2.6653724996229435,2.0,2.0,1.0,2.1689038071858944,3.01760557365098,0.0,1.3337307451600595,0.0,0.0,0.0,2.0
3405,3.0999955721572534,0.0,1.0,1.0,1.0267319452530916,3.0424453828595706,0.0,-0.7342366326419938,1.0,0.0,0.0,-1.0
5288,3.2815541090872493,2.0,1.0,3.0,3.117515051946267,2.5105710246724824,0.0,-0.4948177199607761,1.0,0.0,1.0,-2.0
6782,3.167075698714845,2.0,0.0,0.0,2.5641847925105115,2.4639836649113738,0.0,-0.27228823693070786,0.0,0.0,1.0,-2.0
6537,2.7891214430307154,2.0,1.0,1.0,2.2683363870815954,3.5702933788443922,0.0,0.8012142960786043,1.0,0.0,0.0,2.0
4796,3.3950120875784435,0.0,1.0,3.0,1.5047729878268652,3.2897800281278617,0.0,-0.4164351614258277,1.0,0.0,0.0,1.0
7761,2.962509041506852,0.0,1.0,0.0,1.7032286803578431,2.4642809196747075,0.0,-0.2372356114654413,0.0,0.0,0.0,-2.0
282,2.233924127331436,0.0,2.0,3.0,-0.18052533259282244,2.2504127202020365,0.0,-1.762479989925588,0.0,0.0,0.0,-2.0
3682,3.0110509466511832,0.0,1.0,2.0,2.7617809789663816,3.103382126699781,0.0,-0.049371358043791065,1.0,0.0,1.0,1.0
7080,4.173388156109712,1.0,1.0,0.0,0.960556868495256,4.141117387409773,0.0,1.1210785100324179,2.0,0.0,0.0,2.0
8248,2.4178219836580883,0.0,0.0,0.0,0.7628487323786151,2.000117962416825,0.0,-1.2944890864913798,0.0,1.0,0.0,-2.0
626,2.989096637433573,0.0,1.0,1.0,2.7092919821298183,2.97805621543356,0.0,-0.5440701213249903,0.0,0.0,0.0,-1.0
8745,2.9285618901963457,0.0,2.0,0.0,2.4454467505161688,3.4743317114048815,0.0,0.6811133386753842,2.0,0.0,0.0,2.0
4094,2.263323111665805,0.0,1.0,2.0,0.6786311096924302,2.192593886604515,0.0,-0.7517331696782109,1.0,0.0,1.0,-2.0
5705,3.2324878478324486,1.0,1.0,3.0,1.2778001306580271,3.0797428030419534,0.0,-0.02178622837049161,1.0,0.0,0.0,-1.0
1064,3.802157657726225,2.0,1.0,1.0,3.0348494610667416,4.582472583179314,0.0,0.7485367489511684,2.0,0.0,0.0,2.0
8523,2.7430423138202604,0.0,2.0,0.0,1.6172132627382194,2.321939762736122,0.0,-0.9530634753903582,0.0,1.0,0.0,-2.0
312,2.957920059214373,1.0,1.0,1.0,2.600808280944112,3.317166340620448,0.0,0.17222165193739858,0.0,0.0,0.0,-0.0
2323,3.4552441111638577,2.0,1.0,1.0,1.5850311212093524,3.679528368049612,0.0,0.5032917943967388,2.0,0.0,1.0,2.0
7700,2.2637655492182294,0.0,2.0,0.0,-0.7245200512535348,0.7695900961269677,0.0,-1.478250651383527,0.0,1.0,0.0,-2.0
4119,2.8848327972314562,0.0,1.0,2.0,0.5735930483132947,2.851538529059273,0.0,-0.1518833257964073,1.0,0.0,0.0,-1.0
9113,2.740964939014545,0.0,1.0,0.0,3.4962501970538153,2.92218325623452,0.0,0.338649692890492,0.0,0.0,0.0,-0.0
4357,3.3664869789175618,0.0,1.0,3.0,1.8644976559679296,2.7947113008445097,0.0,0.5275229099211687,1.0,0.0,0.0,1.0
5088,2.664043797064566,1.0,1.0,2.0,0.33115237739476844,2.7816371152452506,0.0,-0.4388205874289808,1.0,0.0,0.0,-1.0
1219,3.5378698394264974,1.0,2.0,1.0,2.3950453925593367,3.013016789306397,0.0,1.3698018296625822,2.0,0.0,0.0,2.0
6359,3.219822474965629,1.0,1.0,1.0,0.9843414400478664,2.349744825964737,0.0,-0.8243048712241209,2.0,0.0,1.0,-2.0
25,3.501753862497675,2.0,2.0,2.0,2.141693616833509,3.996446366205917,0.0,1.2338596037753164,2.0,0.0,0.0,2.0
8699,3.063901085992553,0.0,2.0,0.0,1.3892095216831055,3.002958855041723,0.0,0.9724589350042384,2.0,0.0,0.0,2.0
9673,2.5361870616900357,0.0,1.0,0.0,0.8422995700092659,2.1425048596893537,0.0,-1.6688563413783015,0.0,0.0,0.0,-2.0
1701,3.3190840912072885,0.0,1.0,1.0,1.8944664978504224,2.683895110843681,0.0,-0.8773660643893967,0.0,0.0,0.0,-2.0
2272,3.0432271627763385,0.0,0.0,0.0,2.012735475403717,3.2939757566623964,0.0,0.5595885271112347,0.0,0.0,0.0,-1.0
9696,2.7409284144198214,0.0,2.0,0.0,1.6129932291721782,2.8170210276012293,0.0,0.4512211377638024,0.0,0.0,0.0,1.0
2516,3.469489605336223,2.0,1.0,2.0,1.9673084871780169,3.7287586666983135,0.0,0.29138901128319594,2.0,0.0,0.0,2.0
7263,3.2843526564248138,2.0,1.0,0.0,3.8086571771266686,4.5370106636193865,0.0,0.25651905436012923,2.0,0.0,0.0,2.0
4828,2.839712464878254,0.0,1.0,2.0,3.0898116189476017,3.2030394320248536,0.0,-0.37467416329034897,1.0,0.0,0.0,-1.0
1794,2.6434115415055373,0.0,1.0,1.0,0.84306934189627,1.6213218050099345,0.0,0.13615908848619498,0.0,0.0,0.0,-2.0
6893,2.036845392416324,0.0,1.0,0.0,1.144327205275173,1.6530806032457717,0.0,0.12290449919977756,0.0,1.0,1.0,-2.0
5082,2.486241002567629,1.0,1.0,3.0,0.5828423581945872,2.2189991008438747,0.0,0.13988112592755106,1.0,0.0,1.0,-2.0
6927,2.8688288608701487,1.0,1.0,0.0,1.7449513536179342,2.468631494086817,0.0,-0.24426736233369425,0.0,0.0,0.0,-2.0
3473,3.103660024972749,0.0,1.0,2.0,1.0739823771550467,2.376486615104933,0.0,-0.388974230679824,1.0,0.0,0.0,-2.0
3151,3.9861935216460913,2.0,1.0,1.0,2.62296929537806,4.516969387028607,0.0,0.13456027102221954,0.0,0.0,0.0,2.0
3316,3.4168840142742725,0.0,1.0,1.0,2.5026973109211994,3.1288439043160183,0.0,0.3477336148946372,0.0,0.0,0.0,1.0
4604,3.767213734788008,0.0,1.0,2.0,2.431081546746497,2.6842740806470204,0.0,-0.33775860347199804,1.0,0.0,1.0,-2.0
5758,3.0894102798623835,1.0,1.0,3.0,1.794035456244169,2.6627444615450533,0.0,-0.1636658725971585,1.0,0.0,0.0,-2.0
6959,2.943657075490959,1.0,0.0,0.0,2.719600668207596,2.4290644420192966,0.0,0.3037125226141662,0.0,1.0,0.0,-2.0
6586,2.6239384251676423,1.0,2.0,2.0,0.3367076733419825,2.5337352149463155,0.0,1.0515307674758063,1.0,0.0,0.0,2.0
2160,3.523661782015388,1.0,1.0,1.0,1.8591492996875747,2.6252062851990177,0.0,-1.1928000831224803,0.0,0.0,0.0,-2.0
8709,3.588413775795927,0.0,1.0,0.0,1.3446898407980847,3.128610926178024,0.0,-0.1889309636803922,0.0,0.0,0.0,-1.0
8769,2.001845025796286,0.0,1.0,0.0,2.693103916241395,2.9430436258699464,0.0,-0.0912344083310144,0.0,0.0,0.0,-0.0
921,3.37611594272373,0.0,1.0,1.0,3.287904964196791,3.7657886688945976,0.0,0.47686935874444797,2.0,0.0,1.0,2.0
4962,3.315799664100552,0.0,1.0,1.0,1.6112346902962589,2.7442821629491254,0.0,-0.30158910539944256,0.0,0.0,1.0,-2.0
2983,2.221990405807479,0.0,0.0,0.0,2.1119256792455605,2.1804011873967277,0.0,-0.7612420852646926,0.0,0.0,0.0,-2.0
5739,3.1405817651834136,2.0,1.0,2.0,1.0000788473573912,2.4343423553814447,0.0,-1.5737708169142326,1.0,0.0,1.0,-2.0
4445,4.088595270338558,2.0,2.0,2.0,2.6916284525793404,4.37772807791435,0.0,-0.2924837875489973,1.0,0.0,0.0,2.0
3609,2.7213976743305075,2.0,2.0,2.0,1.6939026354929698,4.151622519519833,0.0,0.7404502990109814,1.0,0.0,0.0,2.0
9691,3.3288393645490486,0.0,2.0,0.0,1.0193527700520495,3.2268401021627637,0.0,-0.2389446350094808,0.0,0.0,1.0,1.0
8662,3.3848800647867594,0.0,1.0,0.0,2.3543656186003923,3.7534854564704285,0.0,0.2392830308817259,2.0,0.0,0.0,2.0
7684,2.468426301885206,0.0,1.0,0.0,1.4921257127442389,1.7951954877909864,0.0,-0.5689478265615637,0.0,1.0,0.0,-2.0
3804,2.592922627854471,2.0,1.0,3.0,2.3339280961144446,3.384305168078256,0.0,0.7354659502581942,0.0,0.0,0.0,2.0
2901,3.158829692415928,0.0,0.0,0.0,1.7958189160845517,2.4561731359566616,0.0,-0.4895172056272432,0.0,0.0,0.0,-2.0
342,2.957387328412856,0.0,1.0,1.0,1.8438585482582588,2.843686229251652,0.0,0.8923905138184254,2.0,0.0,0.0,2.0
8897,2.7789113394684373,0.0,2.0,0.0,1.994457988579296,3.570469080120123,0.0,-0.0873759729324416,2.0,0.0,0.0,2.0
8242,2.6918913817548145,0.0,1.0,0.0,1.5885422537086575,2.8343706046011308,0.0,-0.5904607150149241,0.0,0.0,0.0,-1.0
1600,3.1845149706506812,2.0,1.0,1.0,1.3433938479766332,3.476023751175392,0.0,0.5030483246048123,2.0,0.0,0.0,2.0
651,2.721960347885937,0.0,1.0,1.0,1.4796413139801732,2.3003452021034976,0.0,0.482006280422194,0.0,0.0,0.0,-1.0
2841,2.8783922190170137,2.0,2.0,1.0,2.281422736880929,3.1617216312598995,0.0,0.9437649141385236,0.0,0.0,0.0,2.0
9049,3.664494837657344,0.0,1.0,0.0,1.7902871481431846,3.326840326456427,0.0,0.0370526226303385,0.0,0.0,0.0,1.0
5285,3.2878275136388195,1.0,2.0,2.0,1.9660702388890907,2.8580427073289782,0.0,-1.030736577401582,1.0,0.0,1.0,-2.0
9931,2.925948699027481,0.0,1.0,0.0,2.224083905780263,3.630753060456379,0.0,0.42190342714592455,2.0,0.0,0.0,2.0
6941,2.3860496564500773,1.0,1.0,0.0,0.8732290252467511,0.9571795200356096,0.0,-0.40067340998468,0.0,1.0,1.0,-2.0
6523,3.2540487053179667,1.0,1.0,2.0,2.8415517364472636,3.676668346770081,0.0,-0.22709550612395255,0.0,0.0,1.0,-0.0
4103,3.397283821233197,0.0,1.0,3.0,0.18043195568023407,2.2196912834047757,0.0,-0.24243681712036355,1.0,0.0,1.0,-2.0
4900,3.8314141824722867,2.0,1.0,1.0,1.7534789566557398,3.8891478649187112,0.0,-0.5441471830351631,1.0,0.0,0.0,2.0
1041,3.4088637211404738,0.0,1.0,1.0,2.2567169341750173,4.322352717529698,0.0,-0.32574702459122684,2.0,0.0,0.0,2.0
728,2.7116326373683868,0.0,1.0,1.0,1.6946246798404905,2.2432174451554667,0.0,-0.5846581951115183,0.0,0.0,0.0,-2.0
1502,2.993470512316016,0.0,0.0,0.0,2.518777582911181,2.6414927135793733,0.0,-0.06307858351478969,0.0,1.0,0.0,-2.0
3356,3.8837632662449617,0.0,1.0,1.0,1.8860098570438464,2.972553960917866,0.0,0.14803259760468787,0.0,0.0,0.0,1.0
2397,2.770444148006693,0.0,1.0,1.0,1.7546427246747305,2.9509469523388594,0.0,0.7522098407603486,0.0,0.0,0.0,1.0
1779,2.1071261935607626,0.0,2.0,1.0,1.183216808554327,1.4838713608601817,0.0,-1.3697553261728783,0.0,0.0,0.0,-2.0
8172,1.7700924289596065,0.0,1.0,0.0,1.8874191144327144,1.5951311430699102,0.0,-0.5300652351731141,0.0,1.0,0.0,-2.0
1926,3.574306149657899,2.0,1.0,1.0,2.8995106880682524,3.790042924673549,0.0,0.3979351946025884,2.0,0.0,1.0,2.0
3407,3.5130383057207455,1.0,1.0,2.0,0.9730839879387888,3.4709012500559533,0.0,0.053487207211603965,1.0,0.0,0.0,2.0
3859,3.6468796841811866,0.0,2.0,2.0,3.22652630769275,4.802810321929719,0.0,1.5900753151427915,1.0,0.0,0.0,2.0
6,3.5313995601428507,0.0,1.0,1.0,2.462764154136845,3.9686154334436754,0.0,-0.4142893314516467,2.0,0.0,0.0,2.0
6129,3.235003800706112,2.0,1.0,3.0,2.212454178789021,3.2391000428480785,0.0,0.7563407216587824,1.0,0.0,0.0,2.0
7818,2.9875515454753665,0.0,0.0,0.0,3.0416899541694784,3.0674685906848382,0.0,-0.28426303946940673,0.0,0.0,0.0,-1.0
5186,2.8428959232112185,1.0,1.0,2.0,1.6048978729242789,2.4604619368171288,0.0,-0.1556060755333558,1.0,1.0,1.0,-2.0
3996,3.2087030335458446,2.0,2.0,3.0,3.3438693202841447,3.612591699600848,0.0,0.4167380757365145,2.0,0.0,1.0,2.0
1859,2.2663133104591293,0.0,1.0,2.0,1.3459310277408516,1.826880100773324,0.0,-0.7524948683484083,0.0,0.0,0.0,-2.0
6598,3.2092671470946064,0.0,1.0,2.0,1.7036247223394512,3.891828115239373,0.0,0.5041288622476243,1.0,0.0,0.0,2.0
3101,2.860002306582416,0.0,1.0,1.0,0.5783977070831371,2.6095225230489407,0.0,-0.17337074612835698,0.0,0.0,0.0,-1.0
9164,3.918815956755659,0.0,1.0,0.0,1.7095113371881148,3.6718012538858753,0.0,0.8307405593784909,2.0,0.0,1.0,2.0
9744,2.997489708951402,0.0,1.0,0.0,1.1918133952739205,3.0585309203446176,0.0,0.4101065184278844,0.0,0.0,0.0,1.0
9471,2.622531426084734,0.0,1.0,0.0,2.268906874928934,3.4420369457963806,0.0,1.063035690123601,2.0,0.0,0.0,2.0
8555,2.9824481967266947,0.0,1.0,0.0,2.340243278406975,2.067170698767283,0.0,-0.3218195017638376,0.0,1.0,0.0,-2.0
4782,2.9964859942746283,0.0,1.0,2.0,2.2950144799874552,2.8075512549136663,0.0,-0.14201502403379745,1.0,0.0,0.0,-1.0
2559,2.752776100460553,0.0,1.0,1.0,2.6936337197509332,3.0367184169730943,0.0,-0.5590814914681591,0.0,0.0,0.0,-0.0
6381,2.7837386034171314,0.0,2.0,1.0,3.143480191473735,3.9190659890325183,0.0,0.8218283529542831,1.0,0.0,0.0,2.0
3755,3.0038962222954715,2.0,1.0,1.0,2.7296619104443254,3.4941015981061083,0.0,0.7600312532695561,1.0,0.0,0.0,2.0
8217,3.8080914598164544,0.0,2.0,0.0,2.3932316199226467,4.236427232719026,0.0,-0.14979644017969532,2.0,0.0,0.0,2.0
1207,2.8474799307958283,0.0,0.0,0.0,1.5892000139332754,2.41491890831385,0.0,0.5283262662433398,0.0,0.0,0.0,-1.0
5437,2.5363409336107243,1.0,1.0,2.0,1.5406674929104778,1.109530960571333,0.0,-1.5391092672450375,1.0,0.0,1.0,-2.0
1885,3.5594205764671853,2.0,2.0,1.0,2.651534996517245,5.405656343477162,0.0,2.397399505864538,2.0,0.0,0.0,2.0
3307,2.883359432041684,0.0,1.0,2.0,-0.5346280049823822,2.3582227496958645,0.0,-1.2146141426418813,0.0,0.0,0.0,-2.0
3875,3.07825376234604,0.0,1.0,1.0,1.532634128486174,2.697122309610936,0.0,-0.3252649596069197,1.0,0.0,0.0,-2.0
685,1.9973015165960069,1.0,2.0,2.0,0.874324381802208,1.8465415105933058,0.0,-0.07691839817903999,0.0,0.0,0.0,-2.0
9077,2.794820773504158,0.0,1.0,0.0,1.0725558421027321,2.3662789758541183,0.0,-0.3031539165616077,0.0,1.0,0.0,-2.0
8423,3.2505599548196304,0.0,2.0,0.0,3.915330356526553,3.5805949770400582,0.0,1.0458791543130186,2.0,0.0,0.0,2.0
3434,2.632857119032263,1.0,2.0,1.0,1.7960241583034535,2.4864043367398567,0.0,-0.13616976214234422,1.0,0.0,0.0,-2.0
9221,2.8734860558256097,0.0,1.0,0.0,2.2779104464976214,3.3279646197982733,0.0,1.2063286460752958,2.0,0.0,0.0,2.0
3206,2.80024176260476,1.0,1.0,1.0,2.025596754792625,2.0744375935167496,0.0,0.1024157832218735,0.0,0.0,0.0,-2.0
3073,2.5497656122908223,0.0,0.0,0.0,1.7872550396786682,1.9282512488836212,0.0,-0.3207104042668197,0.0,0.0,1.0,-2.0
1993,2.553266384548712,0.0,0.0,0.0,2.7383308147414858,3.1384664833913205,0.0,-0.07341910074989456,0.0,0.0,0.0,-1.0
7448,2.835421865659137,2.0,2.0,0.0,2.6337022406029806,3.3363875231376166,0.0,0.3428788555783476,0.0,0.0,0.0,2.0
7817,2.390618022180849,0.0,1.0,0.0,1.5886141413215336,2.386239735660802,0.0,0.17352844688154093,0.0,1.0,0.0,-2.0
1263,3.4126329291838187,2.0,2.0,2.0,2.3130518822170427,3.315068040271058,0.0,0.9025897290408788,2.0,0.0,0.0,2.0
1898,2.95911950466358,0.0,1.0,2.0,3.4042859229196636,3.6378067432365353,0.0,-0.4930676392769722,0.0,0.0,0.0,-0.0
6986,3.426117398113695,1.0,1.0,0.0,2.85256050769066,3.580389346638412,0.0,-0.17746458983735608,0.0,0.0,0.0,-0.0
3146,2.771994814747208,0.0,1.0,1.0,1.9747157144380534,1.3584348491953022,0.0,-1.1012009095915924,0.0,0.0,0.0,-2.0
8772,3.479232561986138,0.0,1.0,0.0,2.0387782511029826,2.896706979460717,0.0,0.4201032465545825,0.0,0.0,0.0,-0.0
6794,3.5507163889362348,1.0,1.0,0.0,2.5681967941668784,4.227171721993237,0.0,1.0136146242819977,2.0,0.0,0.0,2.0
586,2.9386800571332112,0.0,1.0,1.0,0.919634375823572,2.8083419468390955,0.0,0.419400903893003,2.0,0.0,0.0,2.0
1031,3.2496978705933515,2.0,1.0,2.0,3.4025522635593366,4.226317316703465,0.0,0.7456401958482997,2.0,0.0,0.0,2.0
4084,2.9766493247726853,0.0,2.0,2.0,1.361293840224948,2.1377260827352638,0.0,-1.0121805562434019,2.0,0.0,1.0,-2.0
7164,2.584582034025685,2.0,1.0,0.0,1.3582751934129509,2.341321695287732,0.0,-1.7021044147501518,0.0,1.0,1.0,-2.0
6577,2.6779084430546494,1.0,2.0,2.0,2.042159820698497,2.9933408644198467,0.0,-0.8732914946538166,1.0,0.0,1.0,-2.0
8075,2.9150928929305016,0.0,0.0,0.0,3.38930867761941,3.705216497012668,0.0,0.30051808456711304,2.0,0.0,0.0,2.0
6859,3.3472172516955743,1.0,1.0,0.0,1.814784884873375,2.9582047181463818,0.0,0.299441907425465,0.0,0.0,0.0,-1.0
3231,2.3718102588525527,0.0,1.0,1.0,-0.08341691735848666,2.1146450667171344,0.0,-0.3617629217346095,0.0,0.0,0.0,-2.0
9773,3.1406813917240934,0.0,2.0,0.0,3.1433939587479878,2.9137352120618827,0.0,0.6756527992032314,0.0,0.0,0.0,1.0
9305,3.150469129519039,0.0,2.0,0.0,3.3734954426130788,4.62371535196564,0.0,1.347340852714502,2.0,1.0,0.0,2.0
4758,2.6586297403299017,0.0,2.0,2.0,2.70993611115532,2.9210488401476558,0.0,0.7368025985158928,1.0,0.0,0.0,1.0
4568,2.848701038201076,0.0,1.0,3.0,2.8179661375680305,2.810591081482399,0.0,-1.3881804992394462,1.0,0.0,1.0,-2.0
8050,3.131498224344558,0.0,1.0,0.0,2.314216019476452,2.5187594100475708,0.0,-0.3340459018330204,0.0,1.0,0.0,-2.0
6801,3.1934641247585502,1.0,2.0,0.0,2.7435756778711307,3.9511263034773294,0.0,-0.1388299611112385,2.0,0.0,0.0,2.0
1223,2.8387841314898115,2.0,1.0,1.0,0.7789179341038281,3.5860700903741165,0.0,0.5656330213734848,2.0,0.0,0.0,2.0
8649,3.170549707890737,0.0,1.0,0.0,2.8155921915059667,3.6042450568995137,0.0,0.5631299979583073,2.0,0.0,0.0,2.0
1964,2.879664543918885,2.0,1.0,1.0,2.1439025232245608,3.1722207292332887,0.0,0.5295801633747386,2.0,0.0,0.0,2.0
8891,2.1936818261782567,0.0,1.0,0.0,1.4353420700273682,1.6835779001545503,0.0,-0.4761447470145466,0.0,1.0,0.0,-2.0
7040,3.5909331121395107,1.0,2.0,0.0,0.922668756144802,2.888956104195012,0.0,-0.33054787843736977,0.0,0.0,0.0,-0.0
6754,3.5211035681850484,1.0,2.0,0.0,3.1534304677756677,3.449107469136796,0.0,0.4916552295911462,2.0,0.0,0.0,2.0
421,3.2245932540810545,2.0,1.0,2.0,1.87860662347083,3.2659810727399803,0.0,1.406125290700517,2.0,0.0,0.0,2.0
9862,3.6267882833596934,0.0,1.0,0.0,3.3013109496038027,4.454274680373887,0.0,0.4184004222356428,2.0,0.0,0.0,2.0
7326,2.7676548608723524,1.0,1.0,0.0,0.5995652155550497,2.496870604542841,0.0,-0.6736862387473443,0.0,1.0,1.0,-2.0
9933,2.54174439225474,0.0,1.0,0.0,2.1831195447637355,2.1480023107844795,0.0,0.2785956078088908,0.0,0.0,0.0,-2.0
8281,2.4195775366699057,0.0,1.0,0.0,1.1564884680368173,2.0587561611036724,0.0,-0.4702511330881858,0.0,1.0,0.0,-2.0
5544,2.934886811195567,1.0,1.0,1.0,2.9318507066456414,3.0681364233295847,0.0,-0.5336737579013047,1.0,0.0,1.0,-2.0
1403,3.00502677610408,0.0,1.0,1.0,2.436626397148401,3.139881146532268,0.0,-0.4500638054937584,0.0,0.0,0.0,-0.0
5901,2.9726653542135444,1.0,1.0,3.0,1.9581096248638876,3.3579557598308214,0.0,0.013162783930973896,1.0,0.0,0.0,-0.0
9332,2.297812603892312,0.0,1.0,0.0,2.216760046033815,2.1719222455556344,0.0,-1.2195360233795975,0.0,0.0,0.0,-2.0
3422,2.481898371922997,0.0,0.0,0.0,2.3110878661820773,3.065991748578156,0.0,-0.31485105752145043,1.0,0.0,0.0,-1.0
1760,1.7673530859392397,0.0,1.0,1.0,3.756923985164749,1.9538909603491719,0.0,-0.09487003977975036,0.0,0.0,0.0,-2.0
8235,3.810439671313737,0.0,2.0,0.0,3.4239986592559517,3.9652985492396535,0.0,-0.31977012607873284,0.0,0.0,0.0,1.0
1791,2.6501355708332146,0.0,1.0,1.0,2.565261386847361,2.4700188629118927,0.0,0.11058824447389114,2.0,0.0,0.0,-2.0
1228,2.6314728599668973,0.0,1.0,1.0,1.8946816756757567,2.170331288149308,0.0,0.0076220272637644,0.0,0.0,0.0,-2.0
